isbn13,title,format,cost,product_url,category_path,sell_price,status,score,listed_at,sold_at,delisted_at,delist_reason,checked_at,offer_id,description,relisted_at,sales_count,protected
9781119337249,Blackwell’s Five-Minute Veterinary: Small Animal...,Paperback,79.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=431879,315,103.99,active,,,,,,2026-05-02T07:00:05.561732,156502355011,"This brand-new paperback reference guide delivers rapid-access clinical information for veterinarians, vet students, and small animal practitioners who need quick answers during patient consultations and emergency situations. Blackwell's Five-Minute Veterinary format organizes small animal diagnoses, treatments, and procedures alphabetically so you can locate critical details in seconds without lengthy textbook searches. The condensed entries cover common and uncommon conditions in dogs, cats, and exotic pets with practical dosing protocols, differential diagnoses, and management strategies. Perfect for clinic staff, emergency veterinary hospitals, and anyone preparing for veterinary board exams or expanding their small animal medicine knowledge.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",2026-04-25T16:15:01Z,0,false
9781416412267,"An Advanced Review of Speech–Language Pathology,...",Paperback,89.99,https://www.booksgoat.com/advanced-review-of-speech-language-pathology-6th-edition-9781416412267,315,116.99,active,,,,,,2026-05-02T07:00:05.561732,156582469011,"This brand-new paperback review guide is specifically designed for speech-language pathology students and professionals preparing for certification exams or clinical practice. It covers advanced concepts in assessment, diagnosis, and treatment of speech and language disorders across the lifespan, making it invaluable for those pursuing the PRAXIS exam or graduate-level coursework. ISBN 9781416412267. Perfect for SLP graduate students, practicing clinicians seeking continuing education, or anyone preparing for board certification in speech-language pathology.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",,0,false
9780199329007,Gardner and Sutherland’s Chromosome Abnormalitie...,Paperback,79.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=432773,315,103.99,active,,2026-04-20T08:31:26.257788,,,,2026-05-02T07:00:05.561732,156582510011,"This brand-new paperback is an essential clinical reference for geneticists, genetic counselors, and medical professionals who diagnose and manage chromosomal disorders in patients. Gardner and Sutherland's comprehensive guide provides detailed descriptions of numerical and structural chromosome abnormalities, their phenotypic manifestations, and diagnostic criteria based on the latest cytogenetic research. Whether you're preparing for board exams, conducting clinical evaluations, or updating your genetics library, this authoritative text delivers the precise information needed to identify and classify complex karyotypic findings. ISBN 9780199329007.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",2026-04-25T21:12:22Z,0,false
9780813349039,"Understanding Architecture: Its Elements, History,...",Paperback,59.99,https://www.booksgoat.com/understanding-architecture-3rd-edition-9780813349039,315,77.99,active,,2026-04-20T08:31:37.423012,,,,2026-05-02T07:00:05.561732,156582532011,"This comprehensive guide to architectural principles, history, and design elements is perfect for students, architects, and anyone passionate about understanding the built environment. The brand-new paperback edition breaks down complex concepts like structural systems, aesthetic movements, and spatial design into accessible, practical knowledge. Whether you're preparing for architecture studies, pursuing professional development, or simply deepening your appreciation of buildings and design, this ISBN 9780813349039 edition provides authoritative insights backed by visual examples and historical context. An essential reference that transforms casual observers into informed critics of the world's greatest structures.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",2026-04-25T21:12:22Z,0,false
9781138071711,HVAC Water Chillers and Cooling Towers: Fundamenta...,Paperback,59.99,https://www.booksgoat.com/hvac-water-chillers-and-cooling-towers-2nd-edition-9781138071711,315,77.99,active,,2026-04-20T08:31:44.203085,,,,2026-05-02T07:00:05.561732,156582551011,"Professional HVAC technicians, engineers, and facility managers will find this brand-new paperback an essential reference for mastering water chiller and cooling tower design, operation, and maintenance. This comprehensive guide covers fundamental principles, system selection criteria, troubleshooting protocols, and energy efficiency optimization strategies that directly apply to commercial and industrial refrigeration systems. ISBN 9781138071711 provides detailed technical information backed by industry standards and real-world applications. Whether you're pursuing HVAC certification, managing building systems, or designing climate control solutions, this up-to-date resource delivers the specific knowledge needed for professional success.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",2026-04-25T21:12:22Z,0,false
9781506323756,Introduction to Clinical Mental Health Counseling:...,Paperback,59.99,https://www.booksgoat.com/clinical-mental-health-counseling-watson-schmit,315,77.99,active,,,,,,2026-05-02T07:00:05.561732,156582569011,"This brand-new paperback equips mental health counselors, graduate students, and clinical practitioners with foundational knowledge of evidence-based counseling techniques, diagnostic frameworks, and therapeutic interventions for treating diverse client populations. Ideal for coursework in clinical mental health counseling programs or professional reference, this book covers assessment strategies, treatment planning, and ethical considerations that practitioners encounter in real-world settings. The ISBN 9781506323756 edition provides updated research and practical applications for building competency in individual and group counseling modalities. Whether you're preparing for licensure exams or developing your clinical skill set, this resource bridges theory and practice with actionable frameworks.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",2026-04-25T21:12:22Z,0,false
9780890425763,DSM-5-TR: Diagnostic and Statistical Manual of Men...,Paperback,89.99,https://www.booksgoat.com/dsm-5-tr-manual-5th-apa-mental-health,315,116.99,active,,2026-04-20T08:31:51.423771,,,,2026-05-02T07:00:05.561732,156582586011,"This brand-new paperback edition of the diagnostic standard used by mental health professionals worldwide provides the latest criteria for identifying and treating mental health conditions. The DSM-5-TR (Text Revision) is essential for psychiatrists, psychologists, therapists, social workers, and medical students who need accurate, up-to-date diagnostic guidelines based on current clinical research. With detailed descriptions of over 950 mental health disorders and updated diagnostic codes, this reference manual is indispensable for clinical practice, treatment planning, and insurance billing. Whether you're establishing a professional practice or completing graduate-level studies in psychology or psychiatry, this is the authoritative resource you need.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",2026-04-25T21:12:22Z,0,false
9781938936647,2015 Uniform Plumbing Code (ISBN 9781938936647) - ...,Paperback,69.99,https://www.booksgoat.com/2015-uniform-plumbing-code-9781938936647,315,90.99,active,,,,,,2026-05-02T07:00:05.561732,156582610011,"This brand-new 2015 Uniform Plumbing Code paperback (ISBN 9781938936647) is the official reference manual that plumbers, inspectors, contractors, and code officials rely on for installation standards, safety requirements, and compliance guidelines. Whether you're studying for your plumbing license exam, managing a construction project, or enforcing building codes in your jurisdiction, this current edition contains the model code adopted by most U.S. states and municipalities. The 2015 edition reflects the latest updates to drainage systems, water supply, fixtures, and materials specifications that govern modern plumbing installations. Perfect for professionals who need the authoritative code text for day-to-day work or exam preparation.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",2026-04-25T21:12:22Z,0,false
9781119662556,"Laboratory Manual for Anatomy and Physiology, 7th ...",Paperback,64.99,https://www.booksgoat.com/laboratory-manual-for-anatomy-and-physiology-7th-edition-9781119662556,315,84.49,active,,2026-04-20T08:31:58.203176,,,,2026-05-02T07:00:05.561732,156582627011,"This comprehensive seventh edition manual is an essential hands-on resource for nursing students, pre-med majors, and allied health professionals who need practical laboratory experience in human anatomy and physiology. The brand-new paperback edition features detailed anatomical illustrations, dissection exercises, and interactive activities designed to reinforce classroom concepts through direct engagement with body systems and structures. ISBN 9781119662556. Perfect for college coursework, clinical preparation, or anyone building foundational knowledge in human biology and medical sciences.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",2026-04-25T21:12:22Z,0,false
9781265620424,"Site Planning and Design Handbook by Thomas Russ, ...",Paperback,69.99,https://www.booksgoat.com/site-planning-and-design-handbook-2nd-edition-9781265620424,315,90.99,active,,,,,,2026-05-02T07:00:05.561732,156582649011,"Master the fundamentals of site planning and design with this brand-new paperback by Thomas Russ, ideal for architects, landscape designers, civil engineers, and urban planners seeking practical guidance on project planning and site development. This handbook equips professionals with specific methodologies for analyzing site conditions, creating effective master plans, and implementing sustainable design solutions across residential, commercial, and mixed-use developments. Whether you're preparing for professional certification exams or refining your design practice, you'll find detailed case studies and technical frameworks that address real-world planning challenges. ISBN 9781265620424.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",,0,false
