isbn13,title,format,cost,product_url,category_path,sell_price,status,score,listed_at,sold_at,delisted_at,delist_reason,checked_at,offer_id,description,relisted_at,sales_count,protected
9781119337249,Blackwell’s Five-Minute Veterinary: Small Animal...,Paperback,79.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=431879,315,103.99,active,,,,,,2026-05-02T07:00:05.561732,156502355011,Blackwell's Five-Minute Veterinary Consult for Small Animal Practice is a quick-reference guide designed for veterinarians and veterinary students who need rapid diagnostic and treatment information. This edition features a convenient alphabetical organization that allows practitioners to locate conditions and management protocols in minutes during clinical consultations. The ISBN is 9781119337249.,2026-04-25T16:15:01Z,0,false
9781416412267,"An Advanced Review of Speech–Language Pathology,...",Paperback,89.99,https://www.booksgoat.com/advanced-review-of-speech-language-pathology-6th-edition-9781416412267,315,116.99,active,,,,,,2026-05-02T07:00:05.561732,156582469011,"An Advanced Review of Speech-Language Pathology prepares students and professionals for certification exams and clinical practice with in-depth coverage of assessment, treatment, and evidence-based techniques. This resource includes hundreds of practice questions designed to reinforce key concepts and identify knowledge gaps before high-stakes testing.",,0,false
9780199329007,Gardner and Sutherland’s Chromosome Abnormalitie...,Paperback,79.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=432773,315,103.99,active,,2026-04-20T08:31:26.257788,,,,2026-05-02T07:00:05.561732,156582510011,"Gardner and Sutherland's Chromosome Abnormalities is a specialized medical reference for geneticists, clinical practitioners, and students studying chromosomal disorders and their clinical implications. This 9th edition (ISBN 9780199329007) provides detailed illustrations and current cytogenetic classification systems. The text combines foundational principles with practical diagnostic guidance for laboratory and clinical settings.",2026-04-25T21:12:22Z,0,false
9780813349039,"Understanding Architecture: Its Elements, History,...",Paperback,59.99,https://www.booksgoat.com/understanding-architecture-3rd-edition-9780813349039,315,77.99,active,,2026-04-20T08:31:37.423012,,,,2026-05-02T07:00:05.561732,156582532011,"Understanding Architecture: Its Elements, History, and Meaning (ISBN 9780813349039) explores architectural principles, historical development, and design concepts for students and professionals seeking foundational knowledge in the field. This edition features hundreds of illustrations and photographs that clarify key architectural elements and styles across cultures and periods. The text combines theory with visual examples to build practical understanding of how buildings communicate meaning.",2026-04-25T21:12:22Z,0,false
9781138071711,HVAC Water Chillers and Cooling Towers: Fundamenta...,Paperback,59.99,https://www.booksgoat.com/hvac-water-chillers-and-cooling-towers-2nd-edition-9781138071711,315,77.99,active,,2026-04-20T08:31:44.203085,,,,2026-05-02T07:00:05.561732,156582551011,"This textbook provides HVAC professionals and students with foundational knowledge of water chillers and cooling tower systems, covering design principles, operation, and maintenance. It includes practical diagrams and technical specifications to support hands-on learning in industrial cooling applications.",2026-04-25T21:12:22Z,0,false
9781506323756,Introduction to Clinical Mental Health Counseling:...,Paperback,59.99,https://www.booksgoat.com/clinical-mental-health-counseling-watson-schmit,315,77.99,active,,,,,,2026-05-02T07:00:05.561732,156582569011,This textbook introduces foundational concepts in clinical mental health counseling for students and emerging practitioners seeking to understand therapeutic principles and client care. The book includes practical case studies and evidence-based treatment approaches to bridge theory and real-world application. ISBN: 9781506323756.,2026-04-25T21:12:22Z,0,false
9780890425763,DSM-5-TR: Diagnostic and Statistical Manual of Men...,Paperback,89.99,https://www.booksgoat.com/dsm-5-tr-manual-5th-apa-mental-health,315,116.99,active,,2026-04-20T08:31:51.423771,,,,2026-05-02T07:00:05.561732,156582586011,"The DSM-5-TR provides diagnostic criteria and classification standards for mental health disorders, designed for clinicians, mental health professionals, and medical practitioners. This updated text-revision edition includes the latest research and refined diagnostic guidelines to reflect current clinical practice. ISBN: 9780890425763.",2026-04-25T21:12:22Z,0,false
9781938936647,2015 Uniform Plumbing Code (ISBN 9781938936647) - ...,Paperback,69.99,https://www.booksgoat.com/2015-uniform-plumbing-code-9781938936647,315,90.99,active,,,,,,2026-05-02T07:00:05.561732,156582610011,"The 2015 Uniform Plumbing Code is the official reference for plumbing professionals, inspectors, and contractors who need to understand current building standards and regulations. This edition includes updated requirements and technical specifications for plumbing system design and installation. ISBN 9781938936647.",2026-04-25T21:12:22Z,0,false
9781119662556,"Laboratory Manual for Anatomy and Physiology, 7th ...",Paperback,64.99,https://www.booksgoat.com/laboratory-manual-for-anatomy-and-physiology-7th-edition-9781119662556,315,84.49,active,,2026-04-20T08:31:58.203176,,,,2026-05-02T07:00:05.561732,156582627011,"Laboratory Manual for Anatomy and Physiology, 7th Edition (ISBN 9781119662556) is designed for students taking anatomy and physiology courses who need hands-on learning through structured lab exercises. This edition features updated illustrations and revised experiments that align with current educational standards. The manual includes practical activities that reinforce classroom concepts through direct observation and analysis.",2026-04-25T21:12:22Z,0,false
9781265620424,"Site Planning and Design Handbook by Thomas Russ, ...",Paperback,69.99,https://www.booksgoat.com/site-planning-and-design-handbook-2nd-edition-9781265620424,315,90.99,active,,,,,,2026-05-02T07:00:05.561732,156582649011,"Site Planning and Design Handbook by Thomas Russ covers the principles, processes, and applications of site planning for students and professionals in architecture, landscape architecture, and urban design. This edition includes updated case studies and design examples that illustrate contemporary best practices. The detailed illustrations and practical guidance make it suitable for both classroom learning and professional reference.",,0,false
